deploy,f8:bc:12:06:68:70,172.22.60.23,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.76
infra01,f8:bc:12:06:7b:b0,172.22.60.24,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.77
infra02,f8:bc:12:07:49:f0,172.22.60.25,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.78
infra03,f8:bc:12:06:b5:b0,172.22.60.26,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.80
compute01,f8:bc:12:07:6d:50,172.22.60.27,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.81
compute02,f8:bc:12:09:65:20,172.22.60.28,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.82
compute03,f8:bc:12:06:ed:70,172.22.60.29,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.83
compute04,f8:bc:12:07:0e:f0,172.22.60.30,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.84
compute05,f8:bc:12:06:e8:70,172.22.60.31,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.85
compute06,f8:bc:12:07:02:30,172.22.60.32,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.88
compute07,f8:bc:12:07:10:f0,172.22.60.33,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.89
compute08,f8:bc:12:06:d9:30,172.22.60.34,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.90
logging01,f8:bc:12:06:c5:f0,172.22.60.35,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.86
logging02,f8:bc:12:07:34:30,172.22.60.36,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.87
logging03,f8:bc:12:05:b3:c0,172.22.60.37,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.91
cinder01,f8:bc:12:06:ae:70,172.22.60.38,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.92
cinder02,f8:bc:12:07:26:f0,172.22.60.39,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.94
cinder03,f8:bc:12:09:6c:20,172.22.60.40,255.255.252.0,172.22.60.1,8.8.8.8,em1,ubuntu-14.04.3-server-unattended-osic-generic,10.3.73.93
swift01,3c:fd:fe:9c:a7:74,172.22.60.41,255.255.252.0,172.22.60.1,8.8.8.8,p4p1,ubuntu-14.04.3-server-unattended-osic-swift,10.3.73.121
swift02,3c:fd:fe:9c:b6:48,172.22.60.42,255.255.252.0,172.22.60.1,8.8.8.8,p4p1,ubuntu-14.04.3-server-unattended-osic-swift,10.3.73.122
swift03,3c:fd:fe:9c:a8:6c,172.22.60.43,255.255.252.0,172.22.60.1,8.8.8.8,p4p1,ubuntu-14.04.3-server-unattended-osic-swift,10.3.73.123
